35,15,41,8,5,14,43,4,24,5,26,14,6,23,48,4,31,5,4,17,44,9,40,5,24,6,25,9,11,13,9,6,16,11,13,15,51,12,2,6,16,13,16,24,54,26,38,2,51,13,23,17,20,2,14,21,35,12,6,6,7,6,36,9,28,24,15,10,2,3,2,20,16,19,37,7,32,22,14,15,15,6,52,6,42,2,44,16,48,3,15,23,52,19,36,8,41,15,35,9,50,5,18,22,44,4,48,19,45,10,11,10,27,21,38,6,50,12,29,20,20,12,4,7,13,12,36,15,46,9,12,10,5,23,5,11,29,6,10,26,1,13,1,12,18,15,31,9,50,1,23,5,16,9,44,6,3,10,32,20,42,25,49,4,37,23,10,3,51,20,37,17,15,20,27,1,53,15,5,7,5,26,47,7,23,12,44,11,2,4,51,6,36,24,16,7,44,10,27,5,30,3,27,19,17,14,18,20,24,20,37,5,18,16,46,19,28,19,35,18,49,1,26,25,28,9,8,15,31,22,5,12,4,9,39,2,27,9,24,14,27,20,40,17,7,8,41,17,8,7,24,17,1,21,33,21,30,10,45,6,6,22,20,25,54,23,53,1,9,3,51,4,30,15,16,6,51,11,54,11
51,7,28,13,12,6,17,18,19,26,16,1,43,10,3,24,32,16,19,11,24,15,49,10,25,21,29,15,36,2,15,1,6,2,45,8,1,20,23,23,14,7,27,25,6,14,26,20,52,13,29,9,42,4,46,24,45,23,54,22,30,21,40,18,32,10,21,5,48,9,1,26,21,4,6,9,40,1,49,21,39,16,26,10,24,12,7,21,51,22,9,1,35,19,50,20,34,25,31,15,21,15,8,13,37,3,36,13,50,8,17,25,24,21,25,8,37,1,1,9,38,17,4,10,54,3,19,12,8,9,51,15,23,6,53,7,50,22,11,22,16,10,26,22,22,17,6,4,29,2,6,3,50,13,41,2,10,16,30,16,33,13,30,17,3,22,33,5,1,1,3,19,47,5,18,6,48,25,22,4,32,12,28,6,36,4,1,8,25,13,41,26,50,4,26,7,49,18,28,7,38,18,39,21,42,22,2,5,25,3,7,26,6,21,19,1,2,25,31,20,49,22,11,6,30,5,10,10,5,21,40,4,4,16,11,21,8,6,3,23,31,8,22,23,34,21,38,9,40,8,43,21,47,9,12,1,46,23,18,24,13,20,25,19,35,26,5,24,46,7,40,6,52,16,27,10,19,21,29,23
17,3,7,15,7,13,43,19,35,6,26,1,36,12,42,12,7,25,26,16,44,26,25,22,41,4,32,17,27,13,15,26,29,25,10,22,37,11,37,24,53,4,16,18,37,10,47,24,51,8,9,15,45,24,30,4,26,12,34,16,20,1,29,7,10,5,23,14,28,10,50,10,38,26,23,25,33,8,22,19,43,25,24,24,52,20,52,7,7,3,47,6,15,14,7,5,51,2,44,25,54,7,46,3,34,3,6,20,52,23,42,19,37,25,45,19,12,4,2,17,46,6,47,12,18,26,53,12,30,1,26,23,11,14,14,8,51,17,13,17,35,11,9,26,37,14,47,11,9,2,44,22,15,24,22,8,3,12,28,20,8,25,28,11,51,14,15,17,35,7,14,19,31,17,31,13,38,1,5,8,9,7,12,22,39,20,4,20,13,2,49,16,10,24,12,17,44,1,41,25,53,2,31,18,17,16,26,24,41,5,46,5,49,6,15,11,47,3,48,15,17,21,22,21,42,6,26,18,7,4,11,24,9,21,46,4,14,9,17,26,7,22,12,21,29,1,10,12,5,25,18,4,39,19,52,3,15,9,32,4,18,21,5,15,37,16,6,25,47,18,52,15,17,13,43,15,25,11,7,18
54,4,34,24,32,24,54,2,2,14,20,14,27,8,51,21,18,1,54,20,36,11,48,18,1,17,38,14,26,13,38,24,33,15,33,10,45,18,35,21,52,10,24,22,14,18,49,20,47,22,43,3,50,18,43,13,39,22,14,1,39,1,44,23,29,13,12,3,35,2,14,24,16,20,48,14,34,18,51,23,30,7,6,26,38,19,45,14,17,8,41,3,24,8,35,14,22,11,9,11,39,15,50,25,37,19,49,15,34,1,45,4,10,19,43,16,23,20,22,13,5,22,43,1,43,2,28,4,11,15,21,26,26,8,7,14,38,20,53,24,4,21,29,21,14,6,4,13,46,8,44,5,26,4,51,24,46,16,25,18,21,7,11,4,13,21,44,20,12,5,42,10,50,23,31,4,23,3,31,2,33,20,8,2,41,22,37,22,25,24,51,18,18,11,19,7,35,13,40,3,53,17,40,13,20,13,27,26,52,4,14,20,37,20,47,8,10,11,26,3,29,17,50,7,36,10,39,5,53,8,22,18,53,26,11,26,26,15,42,3,33,9,23,7,9,4,3,1,20,22,35,24,18,17,15,15,10,18,48,13,47,2,5,9,25,25,29,11,1,16,54,8,34,5,36,21,26,2,34,2
47,15,17,17,35,23,23,9,22,12,17,24,5,10,36,26,47,13,13,23,13,3,3,8,36,17,28,12,36,1,36,18,52,22,20,5,8,24,11,7,37,9,20,19,49,8,47,14,25,5,22,9,24,16,32,3,45,25,26,9,30,8,4,6,40,19,9,13,52,9,39,26,22,15,3,3,47,19,20,26,20,15,42,5,49,17,30,26,26,21,8,4,6,19,23,10,31,1,44,24,4,4,9,18,5,18,9,17,18,5,12,11,48,5,4,24,44,13,8,21,10,23,40,11,16,8,51,5,51,1,46,13,16,22,47,17,35,16,22,22,51,16,31,3,5,5,5,20,53,6,8,3,9,24,15,19,13,13,41,11,12,13,33,17,46,26,38,13,21,19,17,19,19,20,8,5,54,24,7,20,53,3,12,12,48,11,34,20,22,16,42,13,40,22,14,25,10,17,19,6,54,5,52,12,24,25,6,7,27,6,22,26,26,6,28,21,17,10,25,23,23,18,41,20,33,6,27,11,14,10,8,10,29,19,33,26,2,12,8,23,53,21,50,2,14,13,2,7,38,7,6,12,20,20,14,26,23,21,21,14,2,1,46,2,16,15,33,11,44,7,44,19,8,17,50,16,52,1,1,22
39,17,54,1,32,18,44,2,17,15,12,14,31,23,46,17,7,12,50,19,24,10,46,10,43,8,39,12,21,10,43,5,53,16,32,5,7,1,11,23,16,2,35,5,22,14,31,11,32,23,50,3,33,16,23,4,31,12,49,23,4,14,37,12,38,4,49,9,48,26,28,2,43,20,2,15,4,11,15,12,37,15,3,5,39,6,37,21,2,22,4,5,9,12,6,1,6,10,26,26,8,11,48,10,36,7,9,9,38,10,9,5,1,18,16,16,53,11,50,11,48,12,41,10,8,12,48,2,31,24,4,8,52,18,15,18,34,10,21,16,43,24,49,7,6,24,25,26,10,25,34,12,21,1,45,9,40,25,44,8,28,14,27,24,20,3,34,15,21,23,38,5,12,19,8,8,13,1,27,4,21,11,12,15,5,3,20,23,47,23,23,22,50,6,19,8,23,13,46,18,17,2,20,21,13,11,25,15,36,19,33,23,3,11,23,24,5,2,13,18,15,8,20,6,51,3,37,4,15,25,21,18,2,2,39,14,50,21,7,9,12,2,37,6,19,16,25,14,34,13,19,3,22,5,36,23,6,16,24,2,54,15,23,2,11,17,1,4,10,2,39,7,44,21,53,20,49,24,28,23
21,22,14,16,54,9,9,25,17,20,52,25,28,18,49,19,51,26,13,24,31,19,30,23,52,11,18,10,38,12,10,6,36,22,24,7,24,9,15,7,41,12,9,22,42,14,12,26,12,20,42,20,50,9,44,12,1,5,3,15,37,13,21,12,13,16,9,19,40,14,11,3,45,16,32,19,53,5,47,25,18,13,3,18,44,17,4,26,33,19,13,6,3,20,11,8,33,2,8,14,50,26,41,19,46,25,18,19,33,3,30,14,53,22,43,12,25,10,16,12,1,10,20,8,35,25,44,18,35,4,21,3,34,22,16,25,10,9,29,5,42,15,42,24,50,24,14,4,36,14,39,8,1,3,4,1,16,5,19,23,14,12,50,15,27,3,31,16,41,21,25,17,40,26,42,16,13,26,19,13,17,11,11,18,32,25,48,1,38,23,28,5,29,16,30,18,8,18,10,14,32,13,14,17,26,17,2,11,28,1,30,9,16,21,52,5,42,23,34,14,3,16,50,14,3,14,13,22,32,7,18,25,17,4,49,14,51,10,5,6,3,21,40,20,39,24,54,19,38,25,51,25,54,14,41,7,2,9,49,26,24,19,53,19,7,7,49,5,2,21,40,16,14,2,13,5,44,14,54,10
1,6,21,6,41,23,28,25,24,18,13,19,21,8,1,23,35,17,8,16,28,15,29,24,26,5,11,9,30,13,2,26,17,22,39,11,28,8,52,21,4,22,48,21,24,3,15,4,40,24,25,2,27,14,45,26,16,26,35,3,6,17,38,15,45,21,34,9,11,19,18,23,29,8,33,14,9,8,44,3,2,19,13,25,19,15,33,18,22,7,17,9,46,11,42,17,13,4,44,15,1,25,10,1,23,11,6,13,29,3,40,9,45,2,37,8,5,17,43,17,53,10,23,19,54,21,24,11,2,18,7,19,41,1,16,4,25,7,15,22,39,25,46,15,24,26,31,7,37,26,4,23,32,9,54,17,36,5,17,6,15,21,42,7,13,7,20,7,38,22,3,13,20,9,48,17,43,7,42,18,29,26,42,9,5,13,27,12,19,19,54,16,39,4,32,26,33,24,40,7,16,23,46,14,5,4,21,9,1,15,51,9,2,8,48,16,23,1,24,1,11,2,8,26,47,21,25,1,40,12,33,1,32,21,52,14,34,23,46,12,12,7,39,13,49,11,22,10,28,3,32,2,41,16,18,14,45,15,40,21,27,22,48,20,29,18,43,26,41,14,31,25,14,14,48,8,38,3,33,7
29,4,45,22,27,2,41,13,49,12,45,12,15,5,48,7,34,7,7,23,42,8,41,6,12,9,10,8,34,19,17,23,9,20,45,11,34,11,50,17,47,16,18,7,5,16,9,23,5,19,45,20,27,18,1,7,54,25,32,11,11,12,5,1,23,16,47,1,28,16,14,5,47,4,15,13,16,17,41,9,25,20,42,21,25,6,19,2,35,1,11,20,31,6,30,20,1,19,20,16,6,8,2,10,54,6,19,4,34,17,11,5,14,22,17,7,46,21,4,2,22,6,22,24,10,7,1,24,21,13,13,10,19,5,19,14,20,17,38,11,9,14,33,12,22,20,54,13,27,15,3,25,49,3,54,18,27,17,3,2,23,26,3,17,49,13,12,25,31,21,25,4,2,13,31,10,14,11,20,10,13,9,34,26,3,9,48,22,10,13,40,2,35,20,48,23,46,20,39,3,10,15,11,11,7,2,45,1,40,10,29,12,19,22,33,4,41,24,24,13,30,24,1,11,41,18,52,8,36,20,21,25,43,22,53,13,30,25,24,4,32,15,20,24,40,15,10,20,7,24,11,16,20,4,36,16,36,6,32,14,14,23,27,23,4,18,28,17,16,3,52,26,19,24,48,6,45,13,13,8
18,9,21,20,43,9,53,25,3,26,30,11,30,12,47,10,40,23,43,11,31,26,37,2,43,23,18,8,7,10,39,18,53,14,53,18,19,18,47,20,38,16,39,9,4,15,32,6,21,21,49,25,52,2,39,10,7,11,46,1,23,8,52,17,45,5,24,23,46,22,4,12,14,3,54,12,4,25,22,3,6,18,12,16,35,8,12,24,36,25,36,3,30,2,28,26,8,22,33,22,20,11,30,6,22,25,6,15,19,9,45,17,26,19,18,18,4,3,25,16,30,19,15,3,18,3,11,1,53,9,27,16,52,24,12,18,8,20,20,18,21,2,35,10,28,22,12,23,27,7,21,17,32,1,25,12,53,23,22,1,38,8,26,11,3,4,17,5,17,12,21,24,2,23,29,14,29,22,43,14,6,11,35,22,48,24,43,18,19,25,34,8,19,10,29,10,12,8,4,19,42,26,38,21,15,2,11,25,3,6,6,5,17,1,16,14,2,24,42,11,1,2,30,22,49,2,13,14,32,8,18,2,33,25,37,18,23,15,7,17,8,19,43,6,47,26,51,19,15,16,10,4,9,10,22,2,3,7,2,16,42,1,19,17,34,4,45,7,7,16,39,23,1,14,10,21,31,14,8,1,9,16,18,12,34,6,45,3
21,25,51,19,39,18,2,9,22,22,23,20,50,10,54,19,16,8,49,1,35,12,8,26,46,9,45,3,27,23,45,23,27,10,26,8,33,2,10,25,42,10,31,1,7,8,50,5,1,8,17,9,48,18,3,6,8,20,46,22,24,13,31,14,52,14,20,15,44,24,31,25,14,14,44,17,14,7,14,5,11,15,22,18,25,24,7,13,15,1,5,25,36,23,18,11,16,19,46,25,10,11,5,3,18,5,37,11,10,16,27,22,7,24,7,5,2,24,27,26,22,14,7,23,45,14,44,14,46,1,11,1,12,11,32,20,46,6,49,17,37,22,54,1,6,22,52,12,23,22,42,15,24,19,11,4,18,1,45,12,25,18,42,13,49,9,46,18,21,14,20,23,18,9,6,6,18,10,42,19,6,8,27,25,26,12,48,4,35,25,24,9,28,12,23,3,46,10,41,20,7,21,31,10,30,8,21,5,16,25,41,16,43,7,10,17,52,26,38,12,10,19,47,18,39,14,28,7,6,24,44,13,29,10,32,19,53,15,14,21,38,9,51,20,46,24,40,20,38,19,33,21,18,21,39,20,18,24,38,6,19,25,3,19,40,26,50,3,45,6,6,5,13,22,14,10,11,2,32,1
16,17,49,11,49,2,49,23,12,19,2,13,40,4,8,11,40,21,22,11,43,22,11,14,51,18,44,21,40,14,47,16,40,5,19,21,6,19,1,9,17,14,36,14,4,1,24,8,32,3,37,23,34,2,37,16,13,11,8,23,9,26,42,1,11,19,20,10,51,24,45,21,3,21,9,24,48,11,42,14,47,26,45,26,35,17,1,14,12,6,14,20,5,13,15,11,1,22,2,21,45,10,43,16,21,19,35,20,7,4,54,18,44,4,18,6,13,1,13,16,33,5,20,11,42,20,11,22,22,8,12,24,30,10,1,15,19,23,7,12,54,14,14,13,47,21,39,13,21,18,26,24,52,16,32,24,44,22,16,26,27,12,49,6,21,9,6,14,4,2,46,26,13,17,31,7,25,3,50,17,46,21,39,17,49,26,33,18,21,13,15,15,15,25,25,11,9,25,37,18,17,15,27,18,19,11,18,4,8,8,9,2,3,2,43,17,49,21,39,24,46,16,54,24,11,8,41,10,35,5,15,14,7,3,8,3,30,24,2,12,43,6,21,6,1,7,38,1,20,22,40,19,23,15,2,8,26,26,1,3,49,13,51,16,25,9,31,19,47,7,30,17,46,14,47,5,17,13,43,9
39,25,35,26,6,4,14,3,35,7,15,26,39,15,48,21,3,3,3,23,12,17,2,19,51,5,26,23,36,1,41,1,47,24,30,13,36,11,4,17,36,25,41,14,38,10,33,26,23,24,37,25,22,3,29,11,24,12,34,13,26,4,53,14,11,23,29,8,5,11,3,12,24,20,22,9,9,6,23,11,4,22,26,11,8,17,45,1,21,21,27,7,18,15,5,5,35,2,48,6,41,6,6,18,8,9,51,3,37,8,16,22,31,21,31,22,14,2,1,5,12,10,11,24,5,17,29,20,12,22,13,19,37,6,10,2,38,15,37,10,52,11,46,17,18,17,47,17,37,4,19,1,22,12,36,10,47,4,38,20,22,5,18,23,6,9,13,15,1,18,17,23,1,23,9,10,4,10,35,15,44,11,29,15,23,18,51,1,48,26,19,3,24,25,29,19,38,23,5,20,8,15,37,21,31,5,14,22,14,17,42,17,29,1,34,17,3,15,34,5,45,20,54,8,40,23,5,26,45,24,39,10,36,8,48,19,14,19,41,13,32,11,33,10,17,18,13,14,45,18,9,3,10,18,30,2,54,7,36,21,41,15,9,17,39,6,45,25,1,10,27,5,26,20,11,16,12,3,48,17
50,14,39,11,10,21,16,5,8,7,33,25,7,26,42,5,4,6,6,10,49,16,43,2,13,20,25,2,50,21,5,14,13,10,16,7,27,1,37,2,50,15,43,13,13,4,13,7,38,11,54,13,21,17,46,12,3,20,46,19,2,14,7,14,24,6,14,15,27,2,43,25,24,26,22,4,40,15,40,10,35,18,22,19,24,2,17,22,35,22,7,10,2,17,19,19,25,19,53,18,13,25,13,24,41,12,45,4,25,21,29,16,3,26,37,13,17,12,24,24,4,4,44,12,6,26,18,16,42,23,13,5,27,4,42,9,50,2,4,14,14,11,39,7,36,9,18,12,11,17,44,1,18,22,20,3,39,8,45,16,15,17,39,22,29,5,9,22,8,10,38,17,40,12,24,1,53,23,36,19,21,10,8,2,48,12,48,25,38,24,34,16,54,9,52,18,37,15,23,8,40,16,28,8,4,7,3,18,31,12,5,6,41,26,14,4,20,12,27,9,39,21,12,1,32,14,19,7,50,16,32,13,12,9,4,26,37,14,4,9,27,17,53,9,9,21,12,26,51,11,3,10,9,12,15,18,16,3,20,21,19,5,44,19,16,16,54,20,1,16,14,24,33,20,44,2,34,8,28,11
