16007391	0.71	0.74	0.72	0.64	0.77	0.5	0.72	0.69	0.65	2	0.63	0.72	0.66	0.63	0.75	0.71	0.67	0.82	0.61	0.66	0.57	0.84	0.7	0.58	0.57	0.69	0.6	0.68	0.62	0.71	0.69	0.56	0.83	0.58	0.7	0.72	0.56	0.65	0.71	0.76	0.71	0.7	0.69	0.69	0.59	0.7	0.66	0.66	0.51	0.65	0.54	0.67	0.67	0.71	0.56	0.73	0.52	0.72	0.62	0.5	0.73	0.76	0.67	0.62	0.63	0.72	0.69	0.67
5328940	0.66	0.64	0.63	0.66	0.82	0.6	0.78	0.75	0.57	0.63	2	0.81	0.71	0.72	0.83	0.89	0.77	0.73	0.7	0.69	0.77	0.68	0.65	0.75	0.72	0.72	0.93	0.69	0.78	0.69	0.62	0.6	0.73	0.75	0.84	0.8	0.59	0.67	0.67	0.78	0.83	0.65	0.63	0.63	0.61	0.66	0.7	0.74	0.63	0.67	0.63	0.78	0.78	0.73	0.74	0.74	0.65	0.7	0.63	0.56	0.66	0.68	0.68	0.64	0.76	1.07	0.69	0.76
11234052	0.77	0.69	0.64	0.85	0.75	0.8	0.82	0.69	0.71	0.72	0.81	2	0.71	0.72	0.8	0.95	0.91	0.73	0.69	0.8	0.66	0.74	0.68	0.84	0.93	0.92	0.83	0.6	0.88	0.81	0.66	0.65	0.78	0.85	0.74	0.67	0.64	0.81	0.7	0.7	0.83	0.64	0.75	0.93	0.8	0.84	0.81	0.75	0.65	0.87	0.72	0.93	0.85	0.79	0.78	0.66	0.68	0.78	0.65	0.71	0.69	0.66	0.91	0.75	0.82	0.95	0.69	0.96
11656518	0.77	0.79	0.71	0.66	0.78	0.71	0.73	0.75	0.62	0.66	0.71	0.71	2	0.62	0.84	0.78	0.72	0.77	0.67	0.77	0.69	0.75	0.64	0.72	0.57	0.74	0.67	0.77	0.72	0.77	0.71	0.54	0.78	0.65	0.82	0.86	0.63	0.67	0.67	0.75	0.92	0.68	0.69	0.72	0.62	0.8	0.78	0.85	0.62	0.6	0.63	0.77	0.72	0.8	0.65	0.92	0.6	0.77	0.81	0.62	0.67	0.67	0.74	0.73	0.76	0.79	0.64	0.9
6918454	0.73	0.55	0.57	0.91	0.83	0.81	0.85	0.65	0.76	0.63	0.72	0.72	0.62	2	0.71	0.7	0.73	0.69	0.63	0.77	0.67	0.8	0.48	0.77	0.72	0.69	0.7	0.71	0.87	0.65	0.74	0.66	0.68	0.69	0.69	0.69	0.61	0.81	0.74	0.73	0.79	0.59	0.8	0.77	0.76	0.82	0.63	0.73	0.69	0.73	0.75	0.8	0.64	0.68	1.48	0.63	0.65	0.77	0.55	0.75	0.63	0.63	0.8	0.64	0.76	0.75	0.66	0.91
156414	0.73	0.79	0.63	0.68	1.09	0.71	0.74	0.64	0.68	0.75	0.83	0.8	0.84	0.71	2	0.81	0.77	0.68	0.68	0.75	0.77	1.09	0.8	0.63	0.73	0.67	0.99	0.74	0.72	0.72	0.74	0.69	0.65	0.71	0.8	0.67	0.58	0.64	0.85	0.69	0.84	0.62	0.74	0.64	0.65	0.76	0.77	0.71	0.64	0.69	0.63	0.73	0.71	0.85	0.67	0.67	0.66	0.73	0.66	0.8	0.64	0.83	0.64	0.7	0.72	1.04	0.72	0.79
9933475	0.81	0.74	0.69	0.72	0.86	0.67	0.75	0.69	0.7	0.71	0.89	0.95	0.78	0.7	0.81	2	0.77	0.76	0.65	0.77	0.65	0.96	0.77	0.76	0.68	0.86	0.82	0.67	0.75	0.81	0.63	0.6	0.7	0.72	0.72	0.74	0.64	0.72	0.69	0.69	0.84	0.69	0.77	0.76	0.69	0.86	0.85	0.75	0.69	0.73	0.65	0.82	0.74	0.76	0.68	0.71	0.59	0.77	0.66	0.63	0.67	0.78	0.83	0.7	0.74	0.83	0.8	0.81
11626560	0.87	0.7	0.67	0.84	0.69	0.83	0.81	0.76	0.64	0.67	0.77	0.91	0.72	0.73	0.77	0.77	2	0.69	0.63	0.83	0.71	0.73	0.59	0.73	0.71	0.82	0.78	0.71	0.7	0.81	0.63	0.76	0.77	0.86	0.72	0.67	0.62	0.7	0.64	0.7	0.82	0.71	0.71	0.72	0.71	0.79	0.73	0.77	0.75	0.72	0.7	0.87	0.81	0.79	0.7	0.74	0.76	0.82	0.76	0.72	0.73	0.61	0.71	0.65	0.89	0.9	0.66	0.78
3062316	0.8	0.76	0.71	0.71	0.7	0.61	0.75	0.82	0.65	0.82	0.73	0.73	0.77	0.69	0.68	0.76	0.69	2	0.66	0.81	0.68	0.67	0.63	0.55	0.6	0.72	0.87	0.75	0.64	0.74	0.74	0.54	0.76	0.64	0.71	0.76	0.52	0.73	0.72	0.76	0.77	0.69	0.67	0.69	0.72	0.76	0.7	0.79	0.56	0.69	0.67	0.76	0.79	0.75	0.65	0.72	0.58	0.75	0.77	0.55	0.84	0.82	0.66	0.85	0.66	0.79	0.68	0.73
156422	0.71	0.69	0.76	0.63	0.6	0.57	0.64	0.81	0.57	0.61	0.7	0.69	0.67	0.63	0.68	0.65	0.63	0.66	2	0.63	0.67	0.64	0.59	0.66	0.6	0.65	0.62	0.67	0.58	0.67	0.7	0.62	0.77	0.62	0.8	0.64	0.6	0.69	0.54	0.66	0.61	0.67	0.69	0.62	0.62	0.64	0.68	0.66	0.74	0.67	0.55	0.75	0.71	0.7	0.61	0.84	0.64	0.7	0.64	0.57	0.71	0.56	0.62	0.67	0.69	0.68	0.65	0.72
44150621	0.88	0.68	0.71	0.67	0.67	0.6	0.79	0.68	0.66	0.66	0.69	0.8	0.77	0.77	0.75	0.77	0.83	0.81	0.63	2	0.62	0.72	0.54	0.75	0.7	0.77	0.68	0.69	0.9	0.97	0.61	0.75	0.87	0.72	0.74	0.75	0.65	0.78	0.62	0.66	0.92	0.71	0.72	0.81	0.73	0.88	0.73	0.8	0.6	0.73	0.8	0.8	0.85	0.91	0.75	0.77	0.72	1.07	0.73	0.67	0.66	0.69	0.69	0.71	0.73	0.85	0.64	0.78
176167	0.71	0.56	0.66	0.66	0.71	0.66	0.71	0.74	0.63	0.57	0.77	0.66	0.69	0.67	0.77	0.65	0.71	0.68	0.67	0.62	2	0.68	0.56	0.63	0.64	0.65	0.74	0.62	0.63	0.65	0.7	0.76	0.7	0.68	0.7	0.65	0.84	0.73	0.73	0.68	0.78	0.72	0.69	0.7	0.59	0.65	0.75	0.73	1.16	0.67	0.63	0.7	0.68	0.67	0.68	0.71	0.75	0.66	0.65	0.67	0.71	0.65	0.65	0.63	0.79	0.74	0.68	0.68
176870	0.69	0.65	0.59	0.72	1.11	0.77	0.74	0.69	0.79	0.84	0.68	0.74	0.75	0.8	1.09	0.96	0.73	0.67	0.64	0.72	0.68	2	0.65	0.64	0.68	0.75	0.96	0.61	0.76	0.77	0.88	0.65	0.7	0.78	0.82	0.63	0.58	0.73	0.75	0.7	0.98	0.65	0.91	0.74	0.76	0.73	0.66	0.78	0.63	0.72	0.69	0.8	0.79	0.78	0.77	0.71	0.68	0.72	0.65	0.64	0.63	0.76	0.79	0.61	0.79	0.76	0.63	0.86
42642645	0.57	0.8	0.62	0.6	0.51	0.55	0.6	0.58	0.47	0.7	0.65	0.68	0.64	0.48	0.8	0.77	0.59	0.63	0.59	0.54	0.56	0.65	2	0.55	0.52	0.65	0.56	0.62	0.52	0.62	0.63	0.46	0.62	0.55	0.58	0.75	0.58	0.57	0.71	0.59	0.64	0.59	0.54	0.63	0.48	0.65	0.56	0.63	0.47	0.5	0.48	0.59	0.62	0.71	0.51	0.64	0.48	0.59	0.59	0.44	0.63	0.72	0.56	0.58	0.58	0.72	0.59	0.57
11717001	0.87	0.55	0.49	0.83	0.67	0.78	0.75	0.6	0.87	0.58	0.75	0.84	0.72	0.77	0.63	0.76	0.73	0.55	0.66	0.75	0.63	0.64	0.55	2	0.74	0.75	0.71	0.58	0.9	0.69	0.57	0.72	0.69	0.91	0.66	0.55	0.65	0.91	0.6	0.6	0.75	0.59	0.97	0.77	0.7	0.75	0.82	0.73	0.71	0.8	0.87	0.84	0.72	0.61	0.82	0.65	0.74	0.67	0.6	0.92	0.65	0.49	0.77	0.71	0.79	0.75	0.7	0.79
16725726	0.77	0.53	0.54	0.86	0.69	0.69	0.73	0.57	0.77	0.57	0.72	0.93	0.57	0.72	0.73	0.68	0.71	0.6	0.6	0.7	0.64	0.68	0.52	0.74	2	0.78	0.67	0.61	0.72	0.66	0.61	0.72	0.66	0.84	0.7	0.58	0.58	0.71	0.6	0.58	0.71	0.55	0.85	0.72	0.78	0.72	0.77	0.61	0.63	0.7	0.74	0.79	0.69	0.62	0.78	0.59	0.68	0.68	0.54	0.71	0.56	0.53	0.74	0.76	0.7	0.78	0.7	0.84
11617559	0.83	0.56	0.69	0.81	0.7	0.82	0.85	0.8	0.66	0.69	0.72	0.92	0.74	0.69	0.67	0.86	0.82	0.72	0.65	0.77	0.65	0.75	0.65	0.75	0.78	2	0.77	0.7	0.84	0.82	0.65	0.63	0.82	0.69	0.8	0.73	0.66	0.79	0.67	0.61	0.91	0.61	0.79	0.82	0.72	0.83	0.78	0.75	0.66	0.83	0.72	0.84	0.85	0.71	0.7	0.85	0.7	0.82	0.65	0.71	0.63	0.66	0.78	0.8	0.96	0.9	0.65	0.96
123631	0.84	0.59	0.64	0.81	0.92	0.78	0.7	0.68	0.71	0.6	0.93	0.83	0.67	0.7	0.99	0.82	0.78	0.87	0.62	0.68	0.74	0.96	0.56	0.71	0.67	0.77	2	0.75	0.76	0.72	0.71	0.69	0.72	0.85	0.68	0.7	0.62	0.73	0.72	0.71	0.64	0.66	0.68	0.75	0.67	0.78	0.71	0.78	0.78	0.77	0.67	0.76	0.73	0.7	0.69	0.7	0.76	0.64	0.63	0.67	0.75	0.73	0.83	0.72	0.73	1.1	0.66	0.85
5291	0.71	0.61	0.73	0.75	0.65	0.65	0.73	0.69	0.53	0.68	0.69	0.6	0.77	0.71	0.74	0.67	0.71	0.75	0.67	0.69	0.62	0.61	0.62	0.58	0.61	0.7	0.75	2	0.6	0.74	0.72	0.66	0.68	0.62	0.66	1.09	0.64	0.7	0.65	0.99	0.67	0.69	0.65	0.61	0.64	0.69	0.65	0.7	0.63	0.59	0.57	0.66	0.82	0.72	0.62	0.71	0.67	0.71	0.76	0.67	0.82	0.7	0.61	0.61	0.63	0.74	0.67	0.69
4908365	0.76	0.61	0.62	0.78	0.72	0.75	0.76	0.71	0.89	0.62	0.78	0.88	0.72	0.87	0.72	0.75	0.7	0.64	0.58	0.9	0.63	0.76	0.52	0.9	0.72	0.84	0.76	0.6	2	0.94	0.62	0.72	0.72	0.97	0.74	0.63	0.52	0.75	0.56	0.6	0.83	0.64	0.85	0.87	1.04	0.8	0.69	0.71	0.65	0.89	0.82	0.8	0.78	0.83	1.02	0.67	0.68	0.92	0.6	0.88	0.56	0.58	0.85	0.66	0.85	0.81	0.66	0.87
11427553	0.84	0.67	0.81	0.73	0.69	0.63	0.88	0.78	0.63	0.71	0.69	0.81	0.77	0.65	0.72	0.81	0.81	0.74	0.67	0.97	0.65	0.77	0.62	0.69	0.66	0.82	0.72	0.74	0.94	2	0.7	0.54	1.04	0.71	0.78	0.74	0.58	0.77	0.67	0.69	0.88	0.67	0.75	0.87	0.82	0.88	0.83	0.81	0.51	0.79	0.79	0.77	0.93	0.83	0.68	0.9	0.55	0.86	0.64	0.61	0.63	0.7	0.75	0.66	0.71	0.81	0.69	0.82
208908	0.68	0.62	0.68	0.65	0.89	0.64	0.69	0.72	0.52	0.69	0.62	0.66	0.71	0.74	0.74	0.63	0.63	0.74	0.7	0.61	0.7	0.88	0.63	0.57	0.61	0.65	0.71	0.72	0.62	0.7	2	0.56	0.7	0.66	0.65	0.68	0.54	0.72	0.71	0.68	0.66	0.65	0.62	0.58	0.61	0.72	0.63	0.73	0.62	0.6	0.56	0.75	0.67	0.66	0.66	0.67	0.57	0.64	0.6	0.52	0.67	0.8	0.56	0.65	0.61	0.76	0.6	0.68
126565	0.62	0.49	0.48	0.72	0.69	0.89	0.53	0.64	0.75	0.56	0.6	0.65	0.54	0.66	0.69	0.6	0.76	0.54	0.62	0.75	0.76	0.65	0.46	0.72	0.72	0.63	0.69	0.66	0.72	0.54	0.56	2	0.58	0.69	0.62	0.61	1.2	0.75	0.6	0.55	0.71	0.44	0.76	0.68	0.74	0.65	0.62	0.68	0.99	0.71	0.66	0.74	0.57	0.59	0.68	0.57	1.68	0.61	0.56	0.71	0.58	0.56	0.65	0.63	0.64	0.66	0.61	0.71
11485656	0.85	0.85	0.93	0.78	0.7	0.64	0.91	0.71	0.63	0.83	0.73	0.78	0.78	0.68	0.65	0.7	0.77	0.76	0.77	0.87	0.7	0.7	0.62	0.69	0.66	0.82	0.72	0.68	0.72	1.04	0.7	0.58	2	0.66	0.78	0.72	0.58	0.8	0.78	0.79	1.03	0.62	0.7	0.77	0.77	0.9	0.87	0.85	0.61	0.88	0.71	0.83	0.83	0.74	0.62	1.15	0.6	0.82	0.64	0.58	0.69	0.76	0.82	0.69	0.8	0.8	0.73	0.81
9929127	0.77	0.56	0.56	0.95	0.76	0.74	0.84	0.65	0.7	0.58	0.75	0.85	0.65	0.69	0.71	0.72	0.86	0.64	0.62	0.72	0.68	0.78	0.55	0.91	0.84	0.69	0.85	0.62	0.97	0.71	0.66	0.69	0.66	2	0.66	0.66	0.69	0.87	0.55	0.79	0.73	0.6	0.88	0.76	0.88	0.74	0.73	0.72	0.69	0.81	0.83	0.83	0.73	0.64	0.77	0.67	0.74	0.74	0.58	0.72	0.57	0.54	0.76	0.65	0.86	0.79	0.58	0.96
11712649	0.76	0.61	0.73	0.69	0.76	0.71	0.77	0.83	0.69	0.7	0.84	0.74	0.82	0.69	0.8	0.72	0.72	0.71	0.8	0.74	0.7	0.82	0.58	0.66	0.7	0.8	0.68	0.66	0.74	0.78	0.65	0.62	0.78	0.66	2	0.69	0.72	0.83	0.64	0.68	0.83	0.63	0.7	0.79	0.73	0.77	0.82	0.85	0.67	0.74	0.67	0.84	0.72	0.71	0.7	0.77	0.62	0.73	0.65	0.63	0.66	0.67	0.66	0.71	0.77	0.89	0.65	0.84
10074640	0.69	0.72	0.89	0.7	0.62	0.65	0.68	0.69	0.53	0.72	0.8	0.67	0.86	0.69	0.67	0.74	0.67	0.76	0.64	0.75	0.65	0.63	0.75	0.55	0.58	0.73	0.7	1.09	0.63	0.74	0.68	0.61	0.72	0.66	0.69	2	0.65	0.75	0.65	0.83	0.69	0.69	0.65	0.66	0.65	0.76	0.65	0.72	0.64	0.63	0.56	0.75	0.77	0.71	0.58	0.74	0.59	0.69	0.68	0.57	0.74	0.64	0.59	0.69	0.62	0.71	0.71	0.71
51004351	0.67	0.55	0.5	0.56	0.59	0.6	0.65	0.65	0.61	0.56	0.59	0.64	0.63	0.61	0.58	0.64	0.62	0.52	0.6	0.65	0.84	0.58	0.58	0.65	0.58	0.66	0.62	0.64	0.52	0.58	0.54	1.2	0.58	0.69	0.72	0.65	2	0.63	0.57	0.62	0.6	0.54	0.72	0.65	0.52	0.63	0.62	0.65	0.86	0.61	0.61	0.72	0.61	0.6	0.68	0.57	1.18	0.62	0.59	0.62	0.62	0.54	0.57	0.64	0.69	0.62	0.65	0.68
11667893	0.84	0.59	0.67	0.85	0.74	0.83	0.75	0.82	0.69	0.65	0.67	0.81	0.67	0.81	0.64	0.72	0.7	0.73	0.69	0.78	0.73	0.73	0.57	0.91	0.71	0.79	0.73	0.7	0.75	0.77	0.72	0.75	0.8	0.87	0.83	0.75	0.63	2	0.65	0.69	0.73	0.63	0.81	0.85	0.7	0.75	0.76	0.85	0.69	0.83	0.89	0.87	0.94	0.68	0.78	0.7	0.72	0.69	0.63	0.82	0.63	0.63	0.73	0.7	0.72	0.69	0.64	1.02
9915743	0.62	0.54	0.55	0.61	1.14	0.65	0.71	0.74	0.57	0.71	0.67	0.7	0.67	0.74	0.85	0.69	0.64	0.72	0.54	0.62	0.73	0.75	0.71	0.6	0.6	0.67	0.72	0.65	0.56	0.67	0.71	0.6	0.78	0.55	0.64	0.65	0.57	0.65	2	0.63	0.69	0.6	0.58	0.65	0.56	0.64	0.61	0.68	0.69	0.57	0.57	0.62	0.66	0.64	0.61	0.66	0.6	0.6	0.65	0.59	0.64	0.71	0.61	0.65	0.66	0.76	0.69	0.68
644241	0.68	0.72	0.69	0.75	0.7	0.67	0.68	0.66	0.49	0.76	0.78	0.7	0.75	0.73	0.69	0.69	0.7	0.76	0.66	0.66	0.68	0.7	0.59	0.6	0.58	0.61	0.71	0.99	0.6	0.69	0.68	0.55	0.79	0.79	0.68	0.83	0.62	0.69	0.63	2	0.68	0.72	0.64	0.66	0.6	0.71	0.65	0.73	0.7	0.63	0.61	0.66	0.7	0.75	0.63	0.8	0.58	0.67	0.66	0.65	0.67	0.62	0.59	0.63	0.68	0.69	0.63	0.69
447077	0.85	0.7	0.75	0.78	0.86	0.65	0.87	0.72	0.84	0.71	0.83	0.83	0.92	0.79	0.84	0.84	0.82	0.77	0.61	0.92	0.78	0.98	0.64	0.75	0.71	0.91	0.64	0.67	0.83	0.88	0.66	0.71	1.03	0.73	0.83	0.69	0.6	0.73	0.69	0.68	2	0.65	0.79	0.79	0.7	1.07	0.88	0.91	0.61	0.75	0.76	0.91	0.84	0.77	0.7	0.87	0.65	0.84	0.7	0.64	0.7	0.72	0.75	0.74	0.93	0.87	0.65	0.87
10461815	0.69	0.65	0.65	0.6	0.59	0.64	0.64	0.75	0.49	0.7	0.65	0.64	0.68	0.59	0.62	0.69	0.71	0.69	0.67	0.71	0.72	0.65	0.59	0.59	0.55	0.61	0.66	0.69	0.64	0.67	0.65	0.44	0.62	0.6	0.63	0.69	0.54	0.63	0.6	0.72	0.65	2	0.58	0.62	0.55	0.68	0.66	0.66	0.65	0.59	0.6	0.68	0.66	0.98	0.61	0.71	0.49	0.96	0.66	0.55	0.66	0.65	0.59	0.6	0.62	0.62	0.69	0.59
9884685	0.79	0.62	0.52	0.8	0.81	0.91	0.67	0.68	1	0.69	0.63	0.75	0.69	0.8	0.74	0.77	0.71	0.67	0.69	0.72	0.69	0.91	0.54	0.97	0.85	0.79	0.68	0.65	0.85	0.75	0.62	0.76	0.7	0.88	0.7	0.65	0.72	0.81	0.58	0.64	0.79	0.58	2	0.71	0.88	0.71	0.93	0.72	0.72	0.77	0.96	0.76	0.65	0.63	0.92	0.61	0.74	0.7	0.59	1.03	0.62	0.65	0.77	0.8	0.79	0.74	0.67	0.98
24180719	0.82	0.58	0.58	0.86	0.74	0.77	0.81	0.71	0.7	0.69	0.63	0.93	0.72	0.77	0.64	0.76	0.72	0.69	0.62	0.81	0.7	0.74	0.63	0.77	0.72	0.82	0.75	0.61	0.87	0.87	0.58	0.68	0.77	0.76	0.79	0.66	0.65	0.85	0.65	0.66	0.79	0.62	0.71	2	0.72	0.85	0.67	0.69	0.71	0.76	0.73	0.78	0.79	0.76	0.74	0.72	0.69	0.88	0.6	0.71	0.64	0.59	0.88	0.64	0.79	0.76	0.64	0.83
25243800	0.68	0.6	0.56	0.73	0.7	0.72	0.71	0.65	0.84	0.59	0.61	0.8	0.62	0.76	0.65	0.69	0.71	0.72	0.62	0.73	0.59	0.76	0.48	0.7	0.78	0.72	0.67	0.64	1.04	0.82	0.61	0.74	0.77	0.88	0.73	0.65	0.52	0.7	0.56	0.6	0.7	0.55	0.88	0.72	2	0.7	0.7	0.68	0.61	0.93	0.68	0.77	0.76	0.67	0.93	0.66	0.7	0.74	0.58	0.78	0.66	0.55	0.82	0.59	0.74	0.83	0.58	0.86
10113978	0.93	0.67	0.7	0.85	0.83	0.8	0.8	0.76	0.66	0.7	0.66	0.84	0.8	0.82	0.76	0.86	0.79	0.76	0.64	0.88	0.65	0.73	0.65	0.75	0.72	0.83	0.78	0.69	0.8	0.88	0.72	0.65	0.9	0.74	0.77	0.76	0.63	0.75	0.64	0.71	1.07	0.68	0.71	0.85	0.7	2	0.8	0.86	0.67	0.71	0.72	0.91	0.84	0.8	0.72	0.84	0.74	0.88	0.71	0.71	0.89	0.75	0.75	0.75	0.84	0.85	0.69	0.91
17755052	0.8	0.6	0.63	0.69	0.72	0.66	0.75	0.68	0.66	0.66	0.7	0.81	0.78	0.63	0.77	0.85	0.73	0.7	0.68	0.73	0.75	0.66	0.56	0.82	0.77	0.78	0.71	0.65	0.69	0.83	0.63	0.62	0.87	0.73	0.82	0.65	0.62	0.76	0.61	0.65	0.88	0.66	0.93	0.67	0.7	0.8	2	0.74	0.63	0.77	0.77	0.77	0.75	0.72	0.77	0.73	0.64	0.69	0.62	0.71	0.65	0.62	0.73	0.87	0.75	0.79	0.67	0.76
11984591	0.78	0.67	0.72	0.74	0.75	0.7	0.8	0.77	0.59	0.66	0.74	0.75	0.85	0.73	0.71	0.75	0.77	0.79	0.66	0.8	0.73	0.78	0.63	0.73	0.61	0.75	0.78	0.7	0.71	0.81	0.73	0.68	0.85	0.72	0.85	0.72	0.65	0.85	0.68	0.73	0.91	0.66	0.72	0.69	0.68	0.86	0.74	2	0.66	0.69	0.71	0.86	0.77	0.71	0.67	0.76	0.72	0.77	0.68	0.61	0.91	0.69	0.66	0.72	0.8	0.76	0.72	0.8
153999	0.72	0.45	0.43	0.71	0.66	0.78	0.6	0.61	0.68	0.51	0.63	0.65	0.62	0.69	0.64	0.69	0.75	0.56	0.74	0.6	1.16	0.63	0.47	0.71	0.63	0.66	0.78	0.63	0.65	0.51	0.62	0.99	0.61	0.69	0.67	0.64	0.86	0.69	0.69	0.7	0.61	0.65	0.72	0.71	0.61	0.67	0.63	0.66	2	0.66	0.61	0.74	0.68	0.69	0.66	0.62	0.99	0.62	0.61	0.71	0.7	0.53	0.69	0.66	0.72	0.63	0.66	0.74
25127112	0.88	0.58	0.6	0.79	0.68	0.77	0.72	0.66	0.74	0.65	0.67	0.87	0.6	0.73	0.69	0.73	0.72	0.69	0.67	0.73	0.67	0.72	0.5	0.8	0.7	0.83	0.77	0.59	0.89	0.79	0.6	0.71	0.88	0.81	0.74	0.63	0.61	0.83	0.57	0.63	0.75	0.59	0.77	0.76	0.93	0.71	0.77	0.69	0.66	2	0.84	0.78	0.8	0.63	0.77	0.67	0.69	0.71	0.57	0.8	0.62	0.64	1.06	0.73	0.81	0.84	0.66	0.86
